127.0.0.1 - - [08/Aug/2023:09:25:43 +0900] "GET / HTTP/1.1" 200 11428
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:18 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:19 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:19 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:19 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:20 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:20 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:20 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:20 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:20 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:22 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:22 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:22 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:24 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 200 2270
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:24 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:42:24 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:43:12 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 200 2334
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:49:55 +0900] "GET /front02_CSS3/css15_website_layout2.html HTTP/1.1" 200 2749
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:50:02 +0900] "GET /front02_CSS3/css15_website_layout2.html HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:11 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 200 2335
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:24 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:25 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:26 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:26 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:26 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:41 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 200 2293
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:43 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:43 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:51:47 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:52:53 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:52:54 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:52:54 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:52:54 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:52:58 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:14:59:12 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 200 2293
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:02:42 +0900] "GET /front02_CSS3/css13_website_layout_template.html HTTP/1.1" 200 2276
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:04:36 +0900] "GET /front02_CSS3/css15_website_layout2.html HTTP/1.1" 200 2751
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:04:47 +0900] "GET /front02_CSS3/css15_website_layout2.html HTTP/1.1" 200 2768
127.0.0.1 - - [08/Aug/2023:15:19:55 +0900] "GET / HTTP/1.1" 200 11428
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:19:56 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1212
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:19:56 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 200 11249
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:19:56 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 200 3091
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:22:44 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1246
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:22:44 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:22:44 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:23:40 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1302
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:23:40 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:23:40 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:23:49 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:23:49 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:08 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1312
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:08 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:08 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:09 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:40 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1367
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:50 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1371
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:50 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:50 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:25:58 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:26:10 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1366
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:26:50 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:26:50 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:26:50 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:26:51 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:26:51 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:26:51 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:26:53 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:09 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1420
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:16 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:16 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:17 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:17 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:18 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:21 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1401
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:27 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1420
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:43 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:43 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:43 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:44 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:45 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:46 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:46 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:47 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:48 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:48 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:48 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:27:52 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1433
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:02 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1434
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:06 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:07 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:07 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1434
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:07 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:12 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:13 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:13 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:13 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:14 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:14 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:15 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:16 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:16 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:17 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:28:19 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1434
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:06 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1472
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:06 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:06 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:06 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:07 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:07 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:10 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:11 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:11 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:27 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1500
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:49 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1500
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:56 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:59 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:59 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:29:59 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:30:00 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:30:00 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:30:00 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:30:00 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:30:04 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1501
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:30:59 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1505
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:30:59 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:30:59 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:07 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:09 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:10 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:10 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:10 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:12 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:12 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:12 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:12 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1505
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:15 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:15 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:15 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:22 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:24 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:25 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:26 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:26 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:26 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:28 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1504
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:28 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:39 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:42 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:44 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:48 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1535
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:48 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:48 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:54 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:56 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:56 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:56 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:31:59 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1535
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:20 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1568
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:20 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:20 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:20 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:20 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:23 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:23 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:23 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:49 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:51 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:51 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:51 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:51 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:53 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:53 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:53 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:33:57 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1572
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:02 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1572
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:18 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1592
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:20 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:21 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:22 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:22 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:22 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:24 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:24 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:24 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:25 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:25 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:26 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:28 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:28 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:28 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:34:32 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:35:08 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1601
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:35:08 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:35:08 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:35:24 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:35:28 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:37:11 +0900] "GET /workshop02/front_workshop02.html HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:37:11 +0900] "GET /workshop02/img/cafe.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2023:15:37:11 +0900] "GET /workshop02/img/logo.jpg HTTP/1.1" 304 -
